TransactionID,CustomerID,Year,Amount,StoreID,Weekday / Weekend,Brand,Transaction Region,Store Region,Age Band,Gender
10034,11902,2012,10.15,10002,Weekday,Outdoor,1,1,20-30,female
13380,11902,2013,12.2,10002,Weekday,Outdoor,1,1,20-30,female
13381,11902,2013,11.15,10002,Weekday,Outdoor,1,1,20-30,female
10023,11902,2012,4.35,40001,Weekday,Camping Land,4,1,20-30,female
10033,11902,2012,9.350000000000001,30002,Weekday,Outdoor,3,1,20-30,female
10035,11902,2012,8.450000000000001,30002,Weekend,Outdoor,3,1,20-30,female
10020,11902,2012,11.55,20004,Weekend,The Camping Hut,2,1,20-30,female
10018,10327,2012,7.5,10003,Weekday,River Deep Camping,1,1,20-30,female
11968,10327,2013,7.5,10004,Weekend,The Camping Hut,1,1,20-30,female
11969,10327,2013,15.8,10004,Weekend,The Camping Hut,1,1,20-30,female
10026,10327,2012,13.15,10001,Weekend,Camping Land,1,1,20-30,female
10028,10327,2012,8.1,10001,Weekend,Camping Land,1,1,20-30,female
14267,10327,2013,2.75,10001,Weekday,Camping Land,1,1,20-30,female
13384,10327,2013,2.0,40002,Weekday,Outdoor,4,1,20-30,female
10036,10327,2012,13.2,10002,Weekend,Outdoor,1,1,20-30,female
10038,10327,2012,10.0,10002,Weekday,Outdoor,1,1,20-30,female
10039,10327,2012,16.3,10002,Weekday,Outdoor,1,1,20-30,female
13382,10327,2013,19.6,10002,Weekend,Outdoor,1,1,20-30,female
10027,10327,2012,9.950000000000001,40001,Weekday,Camping Land,4,1,20-30,female
14268,10327,2013,8.7,30001,Weekday,Camping Land,3,1,20-30,female
13383,10327,2013,1.0,20001,Weekday,Camping Land,2,1,20-30,female
10037,10327,2012,16.150000000000002,30002,Weekend,Outdoor,3,1,20-30,female
10019,10327,2012,6.2,30003,Weekday,River Deep Camping,3,1,20-30,female
10020,10544,2012,16.35,10003,Weekend,River Deep Camping,1,1,20-30,female
12030,10544,2013,9.15,10003,Weekday,River Deep Camping,1,1,20-30,female
12031,10544,2013,9.1,10003,Weekday,River Deep Camping,1,1,20-30,female
10029,10544,2012,7.85,10001,Weekday,Camping Land,1,1,20-30,female
10030,10544,2012,9.1,10001,Weekday,Camping Land,1,1,20-30,female
13386,10544,2013,7.3,40002,Weekend,Outdoor,4,1,20-30,female
10040,10544,2012,11.950000000000001,10002,Weekday,Outdoor,1,1,20-30,female
10041,10544,2012,14.5,10002,Weekday,Outdoor,1,1,20-30,female
10042,10544,2012,4.55,10002,Weekday,Outdoor,1,1,20-30,female
13387,10544,2013,13.15,10002,Weekday,Outdoor,1,1,20-30,female
13388,10544,2013,10.05,10002,Weekday,Outdoor,1,1,20-30,female
13389,10544,2013,8.6,10002,Weekend,Outdoor,1,1,20-30,female
14269,10544,2013,14.3,40001,Weekday,Camping Land,4,1,20-30,female
10031,10544,2012,16.5,20001,Weekday,Camping Land,2,1,20-30,female
13385,10544,2013,11.5,30002,Weekend,Outdoor,3,1,20-30,female
10021,10544,2012,11.3,30003,Weekday,River Deep Camping,3,1,20-30,female
10023,10867,2012,13.850000000000001,10003,Weekend,River Deep Camping,1,1,20-30,female
10024,10867,2012,10.4,10003,Weekend,River Deep Camping,1,1,20-30,female
12032,10867,2013,11.3,10003,Weekend,River Deep Camping,1,1,20-30,female
11970,10867,2013,7.85,10004,Weekend,The Camping Hut,1,1,20-30,female
11971,10867,2013,10.950000000000001,10004,Weekday,The Camping Hut,1,1,20-30,female
14271,10867,2013,12.850000000000001,10001,Weekday,Camping Land,1,1,20-30,female
14272,10867,2013,15.3,10001,Weekend,Camping Land,1,1,20-30,female
10045,10867,2012,16.85,40002,Weekday,Outdoor,4,1,20-30,female
13390,10867,2013,9.850000000000001,40002,Weekend,Outdoor,4,1,20-30,female
13393,10867,2013,16.4,40002,Weekday,Outdoor,4,1,20-30,female
13394,10867,2013,8.950000000000001,40002,Weekend,Outdoor,4,1,20-30,female
13395,10867,2013,7.35,40002,Weekend,Outdoor,4,1,20-30,female
13396,10867,2013,10.15,40002,Weekday,Outdoor,4,1,20-30,female
10044,10867,2012,9.15,10002,Weekday,Outdoor,1,1,20-30,female
10047,10867,2012,6.5,10002,Weekend,Outdoor,1,1,20-30,female
13391,10867,2013,13.6,10002,Weekend,Outdoor,1,1,20-30,female
13392,10867,2013,4.3,10002,Weekday,Outdoor,1,1,20-30,female
10032,10867,2012,10.6,30001,Weekday,Camping Land,3,1,20-30,female
10043,10867,2012,9.65,20001,Weekend,Camping Land,2,1,20-30,female
10046,10867,2012,8.9,20001,Weekday,Camping Land,2,1,20-30,female
14270,10867,2013,10.3,20001,Weekend,Camping Land,2,1,20-30,female
10022,10867,2012,2.3499999999999996,30003,Weekday,River Deep Camping,3,1,20-30,female
10025,10867,2012,14.15,40003,Weekend,River Deep Camping,4,1,20-30,female
10026,11065,2012,9.7,10003,Weekday,River Deep Camping,1,1,20-30,female
10027,11065,2012,10.450000000000001,10003,Weekday,River Deep Camping,1,1,20-30,female
10028,11065,2012,14.15,10003,Weekday,River Deep Camping,1,1,20-30,female
12033,11065,2013,4.95,10003,Weekend,River Deep Camping,1,1,20-30,female
10021,11065,2012,13.75,10004,Weekday,The Camping Hut,1,1,20-30,female
11973,11065,2013,10.05,10004,Weekend,The Camping Hut,1,1,20-30,female
10033,11065,2012,4.4,10001,Weekend,Camping Land,1,1,20-30,female
10034,11065,2012,15.65,10001,Weekend,Camping Land,1,1,20-30,female
10035,11065,2012,15.5,10001,Weekend,Camping Land,1,1,20-30,female
10036,11065,2012,14.75,10001,Weekend,Camping Land,1,1,20-30,female
14274,11065,2013,4.85,10001,Weekday,Camping Land,1,1,20-30,female
13401,11065,2013,11.4,40002,Weekday,Outdoor,4,1,20-30,female
10048,11065,2012,10.55,10002,Weekday,Outdoor,1,1,20-30,female
10050,11065,2012,11.6,10002,Weekday,Outdoor,1,1,20-30,female
10051,11065,2012,13.6,10002,Weekend,Outdoor,1,1,20-30,female
10052,11065,2012,13.5,10002,Weekday,Outdoor,1,1,20-30,female
13397,11065,2013,14.950000000000001,10002,Weekend,Outdoor,1,1,20-30,female
13398,11065,2013,7.6499999999999995,10002,Weekend,Outdoor,1,1,20-30,female
13399,11065,2013,14.850000000000001,10002,Weekend,Outdoor,1,1,20-30,female
14273,11065,2013,8.5,30001,Weekday,Camping Land,3,1,20-30,female
10049,11065,2012,5.8,20001,Weekend,Camping Land,2,1,20-30,female
13400,11065,2013,17.7,20001,Weekend,Camping Land,2,1,20-30,female
11972,11065,2013,9.350000000000001,30004,Weekday,The Camping Hut,3,1,20-30,female
10029,11127,2012,5.1499999999999995,10003,Weekday,River Deep Camping,1,1,20-30,female
10030,11127,2012,6.9,10003,Weekend,River Deep Camping,1,1,20-30,female
12039,11127,2013,3.4499999999999997,10003,Weekday,River Deep Camping,1,1,20-30,female
10029,11127,2012,9.7,10004,Weekend,The Camping Hut,1,1,20-30,female
10030,11127,2012,3.8,10004,Weekday,The Camping Hut,1,1,20-30,female
10031,11127,2012,12.6,10004,Weekday,The Camping Hut,1,1,20-30,female
11979,11127,2013,7.9,10004,Weekend,The Camping Hut,1,1,20-30,female
10046,11127,2012,8.350000000000001,10001,Weekend,Camping Land,1,1,20-30,female
14280,11127,2013,14.7,10001,Weekday,Camping Land,1,1,20-30,female
14281,11127,2013,1.0,10001,Weekday,Camping Land,1,1,20-30,female
14282,11127,2013,8.75,10001,Weekend,Camping Land,1,1,20-30,female
14283,11127,2013,18.7,10001,Weekend,Camping Land,1,1,20-30,female
14285,11127,2013,8.950000000000001,10001,Weekend,Camping Land,1,1,20-30,female
13419,11127,2013,10.9,40002,Weekday,Outdoor,4,1,20-30,female
10066,11127,2012,7.8,10002,Weekday,Outdoor,1,1,20-30,female
10068,11127,2012,9.0,10002,Weekend,Outdoor,1,1,20-30,female
10069,11127,2012,10.4,10002,Weekday,Outdoor,1,1,20-30,female
10070,11127,2012,5.8,10002,Weekday,Outdoor,1,1,20-30,female
10071,11127,2012,16.9,10002,Weekday,Outdoor,1,1,20-30,female
13420,11127,2013,6.95,10002,Weekday,Outdoor,1,1,20-30,female
14284,11127,2013,10.950000000000001,30001,Weekday,Camping Land,3,1,20-30,female
14286,11127,2013,15.75,20001,Weekend,Camping Land,2,1,20-30,female
10067,11127,2012,11.3,30002,Weekend,Outdoor,3,1,20-30,female
10032,10230,2012,13.450000000000001,10003,Weekday,River Deep Camping,1,1,20-30,female
10032,10230,2012,4.45,10004,Weekday,The Camping Hut,1,1,20-30,female
10033,10230,2012,9.3,10004,Weekend,The Camping Hut,1,1,20-30,female
10034,10230,2012,6.3,10004,Weekday,The Camping Hut,1,1,20-30,female
10047,10230,2012,9.7,10001,Weekday,Camping Land,1,1,20-30,female
14287,10230,2013,12.1,10001,Weekday,Camping Land,1,1,20-30,female
14290,10230,2013,3.6,10001,Weekend,Camping Land,1,1,20-30,female
10072,10230,2012,6.3,10002,Weekend,Outdoor,1,1,20-30,female
10073,10230,2012,9.65,10002,Weekend,Outdoor,1,1,20-30,female
10074,10230,2012,10.65,10002,Weekend,Outdoor,1,1,20-30,female
10075,10230,2012,7.05,10002,Weekday,Outdoor,1,1,20-30,female
13422,10230,2013,7.1499999999999995,10002,Weekday,Outdoor,1,1,20-30,female
13423,10230,2013,7.6,10002,Weekend,Outdoor,1,1,20-30,female
11980,10230,2013,5.9,40004,Weekday,The Camping Hut,4,1,20-30,female
10048,10230,2012,20.25,40001,Weekday,Camping Land,4,1,20-30,female
13421,10230,2013,8.7,20001,Weekday,Camping Land,2,1,20-30,female
13424,10230,2013,7.3,20001,Weekday,Camping Land,2,1,20-30,female
14288,10230,2013,5.9,20001,Weekend,Camping Land,2,1,20-30,female
14289,10230,2013,8.1,20001,Weekday,Camping Land,2,1,20-30,female
14291,10230,2013,11.2,20001,Weekday,Camping Land,2,1,20-30,female
10031,10230,2012,10.15,30003,Weekend,River Deep Camping,3,1,20-30,female
10033,11376,2012,16.35,10003,Weekend,River Deep Camping,1,1,20-30,female
12040,11376,2013,9.75,10003,Weekday,River Deep Camping,1,1,20-30,female
10035,11376,2012,17.9,10004,Weekday,The Camping Hut,1,1,20-30,female
10036,11376,2012,11.75,10004,Weekday,The Camping Hut,1,1,20-30,female
10037,11376,2012,8.25,10004,Weekend,The Camping Hut,1,1,20-30,female
10038,11376,2012,13.2,10004,Weekend,The Camping Hut,1,1,20-30,female
11981,11376,2013,13.2,10004,Weekend,The Camping Hut,1,1,20-30,female
10051,11376,2012,2.15,10001,Weekday,Camping Land,1,1,20-30,female
10052,11376,2012,3.7,10001,Weekend,Camping Land,1,1,20-30,female
10053,11376,2012,6.9,10001,Weekday,Camping Land,1,1,20-30,female
10054,11376,2012,6.2,10001,Weekend,Camping Land,1,1,20-30,female
14292,11376,2013,3.65,10001,Weekday,Camping Land,1,1,20-30,female
14293,11376,2013,10.850000000000001,10001,Weekend,Camping Land,1,1,20-30,female
10076,11376,2012,10.5,10002,Weekend,Outdoor,1,1,20-30,female
10077,11376,2012,3.3,10002,Weekday,Outdoor,1,1,20-30,female
10078,11376,2012,16.0,10002,Weekday,Outdoor,1,1,20-30,female
13426,11376,2013,6.1,10002,Weekend,Outdoor,1,1,20-30,female
13427,11376,2013,6.45,10002,Weekend,Outdoor,1,1,20-30,female
10049,11376,2012,12.8,40001,Weekend,Camping Land,4,1,20-30,female
10050,11376,2012,11.7,40001,Weekend,Camping Land,4,1,20-30,female
10056,11376,2012,8.8,40001,Weekend,Camping Land,4,1,20-30,female
10055,11376,2012,5.9,30001,Weekend,Camping Land,3,1,20-30,female
13429,11376,2013,10.9,20001,Weekend,Camping Land,2,1,20-30,female
13425,11376,2013,8.350000000000001,30002,Weekday,Outdoor,3,1,20-30,female
13428,11376,2013,9.5,30002,Weekday,Outdoor,3,1,20-30,female
10034,11185,2012,10.6,10003,Weekday,River Deep Camping,1,1,20-30,female
12041,11185,2013,8.75,10003,Weekend,River Deep Camping,1,1,20-30,female
11983,11185,2013,6.7,10004,Weekday,The Camping Hut,1,1,20-30,female
10057,11185,2012,14.75,10001,Weekend,Camping Land,1,1,20-30,female
10058,11185,2012,19.650000000000002,10001,Weekday,Camping Land,1,1,20-30,female
10059,11185,2012,11.15,10001,Weekday,Camping Land,1,1,20-30,female
10060,11185,2012,12.3,10001,Weekday,Camping Land,1,1,20-30,female
14294,11185,2013,12.5,10001,Weekend,Camping Land,1,1,20-30,female
10081,11185,2012,12.0,40002,Weekend,Outdoor,4,1,20-30,female
10079,11185,2012,8.55,10002,Weekend,Outdoor,1,1,20-30,female
10080,11185,2012,11.1,10002,Weekday,Outdoor,1,1,20-30,female
10082,11185,2012,9.05,10002,Weekday,Outdoor,1,1,20-30,female
13430,11185,2013,4.55,10002,Weekday,Outdoor,1,1,20-30,female
13431,11185,2013,11.7,10002,Weekday,Outdoor,1,1,20-30,female
13432,11185,2013,14.350000000000001,10002,Weekday,Outdoor,1,1,20-30,female
13433,11185,2013,3.4499999999999997,10002,Weekend,Outdoor,1,1,20-30,female
13435,11185,2013,5.2,10002,Weekend,Outdoor,1,1,20-30,female
13436,11185,2013,5.6,10002,Weekday,Outdoor,1,1,20-30,female
11982,11185,2013,9.7,40004,Weekday,The Camping Hut,4,1,20-30,female
10061,11185,2012,11.2,40001,Weekday,Camping Land,4,1,20-30,female
14295,11185,2013,13.1,40001,Weekday,Camping Land,4,1,20-30,female
13434,11185,2013,12.6,30002,Weekend,Outdoor,3,1,20-30,female
10035,11072,2012,8.5,10003,Weekend,River Deep Camping,1,1,20-30,female
10036,11072,2012,9.65,10003,Weekday,River Deep Camping,1,1,20-30,female
10039,11072,2012,9.950000000000001,10004,Weekday,The Camping Hut,1,1,20-30,female
10040,11072,2012,2.8499999999999996,10004,Weekday,The Camping Hut,1,1,20-30,female
11984,11072,2013,11.850000000000001,10004,Weekday,The Camping Hut,1,1,20-30,female
11985,11072,2013,11.0,10004,Weekday,The Camping Hut,1,1,20-30,female
10062,11072,2012,14.05,10001,Weekday,Camping Land,1,1,20-30,female
10064,11072,2012,6.35,10001,Weekend,Camping Land,1,1,20-30,female
14296,11072,2013,10.2,10001,Weekend,Camping Land,1,1,20-30,female
14297,11072,2013,15.850000000000001,10001,Weekend,Camping Land,1,1,20-30,female
14298,11072,2013,6.8,10001,Weekend,Camping Land,1,1,20-30,female
14300,11072,2013,13.0,10001,Weekend,Camping Land,1,1,20-30,female
13438,11072,2013,11.65,40002,Weekend,Outdoor,4,1,20-30,female
10083,11072,2012,11.350000000000001,10002,Weekday,Outdoor,1,1,20-30,female
10084,11072,2012,14.0,10002,Weekend,Outdoor,1,1,20-30,female
13437,11072,2013,9.05,10002,Weekday,Outdoor,1,1,20-30,female
13439,11072,2013,9.15,10002,Weekend,Outdoor,1,1,20-30,female
10063,11072,2012,8.950000000000001,40001,Weekday,Camping Land,4,1,20-30,female
14299,11072,2013,11.3,20001,Weekday,Camping Land,2,1,20-30,female
13440,11072,2013,8.350000000000001,20001,Weekday,Camping Land,2,1,20-30,female
12042,11072,2013,16.5,40003,Weekday,River Deep Camping,4,1,20-30,female
10037,11330,2012,11.55,10003,Weekday,River Deep Camping,1,1,20-30,female
11986,11330,2013,7.8,10004,Weekend,The Camping Hut,1,1,20-30,female
10067,11330,2012,14.65,10001,Weekend,Camping Land,1,1,20-30,female
14301,11330,2013,8.6,10001,Weekend,Camping Land,1,1,20-30,female
14302,11330,2013,11.850000000000001,10001,Weekday,Camping Land,1,1,20-30,female
14303,11330,2013,13.350000000000001,10001,Weekday,Camping Land,1,1,20-30,female
10086,11330,2012,16.95,40002,Weekend,Outdoor,4,1,20-30,female
10085,11330,2012,17.35,10002,Weekday,Outdoor,1,1,20-30,female
10089,11330,2012,4.9,10002,Weekend,Outdoor,1,1,20-30,female
10090,11330,2012,3.8499999999999996,10002,Weekday,Outdoor,1,1,20-30,female
13441,11330,2013,7.85,10002,Weekday,Outdoor,1,1,20-30,female
13442,11330,2013,12.55,10002,Weekend,Outdoor,1,1,20-30,female
13443,11330,2013,12.5,10002,Weekday,Outdoor,1,1,20-30,female
10066,11330,2012,14.75,40001,Weekday,Camping Land,4,1,20-30,female
10065,11330,2012,10.2,30001,Weekday,Camping Land,3,1,20-30,female
10087,11330,2012,6.5,30002,Weekday,Outdoor,3,1,20-30,female
10088,11330,2012,9.4,30002,Weekend,Outdoor,3,1,20-30,female
10038,10445,2012,16.6,10003,Weekday,River Deep Camping,1,1,20-30,female
10040,10445,2012,17.05,10003,Weekend,River Deep Camping,1,1,20-30,female
10041,10445,2012,9.4,10003,Weekend,River Deep Camping,1,1,20-30,female
12044,10445,2013,10.05,10003,Weekday,River Deep Camping,1,1,20-30,female
12045,10445,2013,8.25,10003,Weekday,River Deep Camping,1,1,20-30,female
11987,10445,2013,2.8,10004,Weekday,The Camping Hut,1,1,20-30,female
11988,10445,2013,10.3,10004,Weekend,The Camping Hut,1,1,20-30,female
10069,10445,2012,15.05,10001,Weekday,Camping Land,1,1,20-30,female
10070,10445,2012,9.75,10001,Weekday,Camping Land,1,1,20-30,female
14304,10445,2013,3.2,10001,Weekend,Camping Land,1,1,20-30,female
10039,10445,2012,6.75,20003,Weekday,River Deep Camping,2,1,20-30,female
12043,10445,2013,18.8,20003,Weekday,River Deep Camping,2,1,20-30,female
13444,10445,2013,1.9,40002,Weekend,Outdoor,4,1,20-30,female
10091,10445,2012,8.0,10002,Weekday,Outdoor,1,1,20-30,female
10092,10445,2012,8.25,10002,Weekday,Outdoor,1,1,20-30,female
10093,10445,2012,10.6,10002,Weekday,Outdoor,1,1,20-30,female
10094,10445,2012,9.15,10002,Weekday,Outdoor,1,1,20-30,female
10095,10445,2012,8.75,10002,Weekday,Outdoor,1,1,20-30,female
13445,10445,2013,7.9,10002,Weekend,Outdoor,1,1,20-30,female
10071,10445,2012,11.1,40001,Weekday,Camping Land,4,1,20-30,female
10068,10445,2012,9.850000000000001,30001,Weekend,Camping Land,3,1,20-30,female
10096,10445,2012,16.35,30002,Weekday,Outdoor,3,1,20-30,female
10042,10445,2012,10.7,30003,Weekday,River Deep Camping,3,1,20-30,female
10043,11237,2012,5.6499999999999995,10003,Weekend,River Deep Camping,1,1,20-30,female
12046,11237,2013,13.6,10003,Weekday,River Deep Camping,1,1,20-30,female
10072,11237,2012,14.6,10001,Weekday,Camping Land,1,1,20-30,female
14305,11237,2013,17.7,10001,Weekday,Camping Land,1,1,20-30,female
14308,11237,2013,15.05,10001,Weekday,Camping Land,1,1,20-30,female
14309,11237,2013,8.65,10001,Weekend,Camping Land,1,1,20-30,female
12047,11237,2013,10.15,20003,Weekday,River Deep Camping,2,1,20-30,female
13446,11237,2013,11.15,40002,Weekday,Outdoor,4,1,20-30,female
10097,11237,2012,16.5,10002,Weekday,Outdoor,1,1,20-30,female
10098,11237,2012,15.9,10002,Weekday,Outdoor,1,1,20-30,female
13447,11237,2013,12.2,10002,Weekend,Outdoor,1,1,20-30,female
14306,11237,2013,12.5,30001,Weekend,Camping Land,3,1,20-30,female
14307,11237,2013,4.35,30001,Weekday,Camping Land,3,1,20-30,female
13448,11237,2013,14.0,30002,Weekend,Outdoor,3,1,20-30,female
10044,10262,2012,8.05,10003,Weekend,River Deep Camping,1,1,20-30,female
12048,10262,2013,8.1,10003,Weekday,River Deep Camping,1,1,20-30,female
10041,10262,2012,8.75,10004,Weekday,The Camping Hut,1,1,20-30,female
10042,10262,2012,13.25,10004,Weekday,The Camping Hut,1,1,20-30,female
11989,10262,2013,10.15,10004,Weekend,The Camping Hut,1,1,20-30,female
11990,10262,2013,7.7,10004,Weekday,The Camping Hut,1,1,20-30,female
10074,10262,2012,10.3,10001,Weekday,Camping Land,1,1,20-30,female
10075,10262,2012,2.8499999999999996,10001,Weekend,Camping Land,1,1,20-30,female
13449,10262,2013,7.85,40002,Weekend,Outdoor,4,1,20-30,female
13453,10262,2013,6.05,40002,Weekend,Outdoor,4,1,20-30,female
10100,10262,2012,6.8,10002,Weekday,Outdoor,1,1,20-30,female
13451,10262,2013,7.5,10002,Weekday,Outdoor,1,1,20-30,female
13452,10262,2013,1.1,10002,Weekday,Outdoor,1,1,20-30,female
13454,10262,2013,6.7,10002,Weekend,Outdoor,1,1,20-30,female
10073,10262,2012,1.0,30001,Weekend,Camping Land,3,1,20-30,female
10099,10262,2012,9.450000000000001,20001,Weekday,Camping Land,2,1,20-30,female
13450,10262,2013,11.05,20001,Weekend,Camping Land,2,1,20-30,female
10045,10205,2012,12.1,10003,Weekday,River Deep Camping,1,1,20-30,female
12050,10205,2013,8.25,10003,Weekend,River Deep Camping,1,1,20-30,female
10044,10205,2012,10.350000000000001,10004,Weekend,The Camping Hut,1,1,20-30,female
10045,10205,2012,10.950000000000001,10004,Weekday,The Camping Hut,1,1,20-30,female
11991,10205,2013,11.55,10004,Weekend,The Camping Hut,1,1,20-30,female
11993,10205,2013,6.4,10004,Weekday,The Camping Hut,1,1,20-30,female
10076,10205,2012,10.450000000000001,10001,Weekday,Camping Land,1,1,20-30,female
14310,10205,2013,5.75,10001,Weekday,Camping Land,1,1,20-30,female
14311,10205,2013,1.0,10001,Weekend,Camping Land,1,1,20-30,female
14312,10205,2013,5.2,10001,Weekday,Camping Land,1,1,20-30,female
12049,10205,2013,6.3,20003,Weekday,River Deep Camping,2,1,20-30,female
10101,10205,2012,14.25,40002,Weekend,Outdoor,4,1,20-30,female
13455,10205,2013,11.0,40002,Weekday,Outdoor,4,1,20-30,female
10103,10205,2012,13.4,10002,Weekday,Outdoor,1,1,20-30,female
13456,10205,2013,10.450000000000001,10002,Weekday,Outdoor,1,1,20-30,female
13457,10205,2013,11.2,10002,Weekday,Outdoor,1,1,20-30,female
14313,10205,2013,7.3,40001,Weekend,Camping Land,4,1,20-30,female
10102,10205,2012,4.8,30002,Weekend,Outdoor,3,1,20-30,female
10043,10205,2012,4.85,20004,Weekday,The Camping Hut,2,1,20-30,female
11992,10205,2013,7.7,20004,Weekend,The Camping Hut,2,1,20-30,female
